ix,time,ms,rss,heapTotal,heapUsed,heapUsedGrowth,external,externalGrowth,arrayBuffers,arrayBuffersGrowth
271,469.3904,1.6318999999999733,27045888,8978432,5444248,3558392,1406250,81972,67638,81932
272,471.0206,1.630200000000002,27054080,8978432,5455128,3569272,1406250,81972,67638,81932
273,472.6236,1.6030000000000086,27066368,8978432,5466008,3580152,1406250,81972,67638,81932
274,474.0168,1.393199999999979,27074560,8978432,5476912,3591056,1406250,81972,67638,81932
275,475.611,1.5942000000000007,27086848,8978432,5487792,3601936,1406250,81972,67638,81932
276,477.3865,1.7755000000000223,27099136,8978432,5498664,3612808,1406250,81972,67638,81932
277,478.9983,1.6117999999999597,27107328,8978432,5509568,3623712,1406250,81972,67638,81932
278,480.4663,1.4680000000000177,27119616,8978432,5520448,3634592,1406250,81972,67638,81932
279,482.1463,1.6800000000000068,27127808,8978432,5531328,3645472,1406250,81972,67638,81932
280,483.4392,1.2929000000000315,27140096,8978432,5542208,3656352,1406250,81972,67638,81932
281,485.542,2.102799999999945,27152384,8978432,5553088,3667232,1406250,81972,67638,81932
282,487.1579,1.6159000000000106,27160576,8978432,5563960,3678104,1406250,81972,67638,81932
283,488.7678,1.6099000000000387,27176960,8978432,5574840,3688984,1406250,81972,67638,81932
284,490.3184,1.5505999999999744,27189248,8978432,5585720,3699864,1406250,81972,67638,81932
285,491.8091,1.490700000000004,27197440,8978432,5596856,3711000,1414442,90164,75830,90124
286,493.4233,1.6141999999999825,27213824,8978432,5607984,3722128,1414442,90164,75830,90124
287,495.0601,1.6367999999999938,27222016,8978432,5618888,3733032,1414442,90164,75830,90124
288,496.7688,1.7087000000000216,27234304,8978432,5629768,3743912,1414442,90164,75830,90124
289,498.5776,1.8088000000000193,27246592,8978432,5640648,3754792,1414442,90164,75830,90124
290,500.1978,1.6201999999999543,27254784,8978432,5651552,3765696,1414442,90164,75830,90124
291,501.7226,1.5248000000000275,27267072,8978432,5662432,3776576,1414442,90164,75830,90124
292,503.4873,1.7647000000000048,27279360,8978432,5673312,3787456,1414442,90164,75830,90124
293,504.8611,1.373800000000017,27287552,8978432,5684216,3798360,1414442,90164,75830,90124
294,506.4728,1.6116999999999848,27299840,8978432,5695096,3809240,1414442,90164,75830,90124
295,508.226,1.7531999999999925,27308032,8978432,5706032,3820176,1414442,90164,75830,90124
296,509.7949,1.568899999999985,27316224,8978432,5716904,3831048,1414442,90164,75830,90124
297,511.4553,1.6604000000000383,27328512,8978432,5727784,3841928,1414442,90164,75830,90124
298,513.7011,2.2457999999999743,27369472,8978432,3969488,3841928,1414442,90164,26678,90124
299,515.3049,1.6037999999999784,27369472,8978432,3980304,3852744,1414442,90164,26678,90124
300,517.0281,1.7232000000000198,27369472,8978432,3991160,3863600,1414442,90164,26678,90124
301,518.6005,1.572400000000016,27369472,8978432,4002016,3874456,1414442,90164,26678,90124
302,520.1317,1.5312000000000126,27369472,8978432,4012872,3885312,1414442,90164,26678,90124
